AGENCY,DESCRIPTION,UPLOADED ON,LINK,VALUE
DEPARTMENT OF THE INTERIOR,Variety of branding and marketing services in support of client agencies efforts to attract and build a high quality public sector workforce.,1/29/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=4732&PIID=47QFMA24F0008&modNumber=P00005&idvAgencyID=&idvPIID=47QFMA20A0001&contractType=AWARD,"$3,708,799 "
DEPARTMENT OF THE INTERIOR,Wild Horse and Burro Holding Facility,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L0123F0079&modNumber=P00003&idvAgencyID=&idvPIID=140L0122D0007&contractType=AWARD,"$6,412,327 "
DEPARTMENT OF THE INTERIOR,"PHOENIX AREA OFFICE (PXAO) PROPOSES TO CONDUCT A CLASS III (INTENSIVE) CULTURAL RESOURCES SURVEY OF BETWEEN 329.26 AND 1,440.94 ACRES OF RECLAMATION FEE LAND (FIGURE 1). THE PROJECT AREA IS LOCATED WITHIN THE BOUNDARY OF THE TUCSON MITIGATION CORRID",2/12/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R3022F0053&modNumber=P00004&idvAgencyID=&idvPIID=INR17PA00028&contractType=AWARD,"$81,176 "
DEPARTMENT OF THE INTERIOR,DOS ENR - EVALUATION OF TECHNICAL ASSISTANCE ON ARGENTINA CRITICAL MINERAL SECTOR GOVERNANCE AND DEVELOPMENT,2/18/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0423F1166&modNumber=P00004&idvAgencyID=&idvPIID=140D0423D0029&contractType=AWARD,"$299,993 "
DEPARTMENT OF THE INTERIOR,LEGISLATIVE RESEARCH TOOL,2/6/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1443&PIID=140P2123P0022&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$61,127 "
DEPARTMENT OF THE INTERIOR,E&E NEWS DIRECTOR'S OFFICE,2/6/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1435&PIID=140M0121P0036&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,"$81,720 "
DEPARTMENT OF THE INTERIOR,TIWAHE STRATEGIC PLANNING FOR INDIAN AFFAIRS OFFICE OF THE DIRECTOR (DBIA)BUSINESS SUPPORT SERVICES (BSS) IDIQ,2/18/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1450&PIID=140A1623F0186&modNumber=P00002&idvAgencyID=&idvPIID=140A1623D0005&contractType=AWARD,"$271,107 "
DEPARTMENT OF THE INTERIOR,E & E NEWS,2/6/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1435&PIID=140M0122P0034&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$66,324 "
DEPARTMENT OF THE INTERIOR,ECONOMIC ANALYSIS SUPPORT,2/24/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1436&PIID=140E0121F0031&modNumber=P00007&idvAgencyID=&idvPIID=GS00F101CA&contractType=AWARD,"$825,149 "
DEPARTMENT OF THE INTERIOR,ON-SITE CONTRACTOR SUPPORT FOR THE DENVER SERVICE CENTER CONTRACTING SERVICES - CONTRACT SPECIALIST IV,2/18/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1443&PIID=140P2020F0253&modNumber=P00004&idvAgencyID=&idvPIID=GS00F207CA&contractType=AWARD,"$303,130 "
DEPARTMENT OF THE INTERIOR,WEB CONTENT STRATEGY SERVICES AGAGINST BUSINESS SUPPORT SERVICES (BSS) IDIQ,2/18/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1450&PIID=140A1623F0182&modNumber=P00003&idvAgencyID=&idvPIID=140A1623D0017&contractType=AWARD,"$591,727 "
DEPARTMENT OF THE INTERIOR,ADULT PROTECTIVE SERVICES (APS) GUARDIANSHIP DATA PROJECT,2/28/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0423F1216&modNumber=P00004&idvAgencyID=&idvPIID=47QRAA19D003X&contractType=AWARD,"$449,085 "
DEPARTMENT OF THE INTERIOR,Diversity Marketing Support Services,1/29/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L0123F0118&modNumber=P00003&idvAgencyID=&idvPIID=47QRAA18D00EN&contractType=AWARD,"$389,494 "
DEPARTMENT OF THE INTERIOR,FEDERAL INFORMATION SECURITY MODERNIZATION ACT (FISMA) AUDIT SERVICES FOR THE UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT OFFICE OF INSPECTOR GENERAL (USAID/OIG).,2/28/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0423F1157&modNumber=P00007&idvAgencyID=&idvPIID=GS23F016AA&contractType=AWARD,"$386,062 "
DEPARTMENT OF THE INTERIOR,EXECUTIVE ASSISTANT SUPPORT SERVICES FOR THE BLM WASHINGTON OFFICE,2/24/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L0124F0008&modNumber=P00002&idvAgencyID=&idvPIID=140L0122A0002&contractType=AWARD,"$437,355 "
DEPARTMENT OF THE INTERIOR,TRANSLATION SERVICES FOR INDIAN AFFAIRS - BUSINESS SUPPORT SERVICES (BSS) IDIQAKICITA CYBER LLC,2/21/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1450&PIID=140A1624F0100&modNumber=P00002&idvAgencyID=&idvPIID=140A1623D0004&contractType=AWARD,"$434,024 "
DEPARTMENT OF THE INTERIOR,FEDERAL INFORMATION SECURITY MODERNIZATION ACT (FISMA) AUDIT SERVICES FOR THE UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT OFFICE OF INSPECTOR GENERAL (USAID/OIG).,2/28/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0423F1146&modNumber=P00007&idvAgencyID=&idvPIID=GS23F016AA&contractType=AWARD,"$619,549 "
DEPARTMENT OF THE INTERIOR,FEDERAL INFORMATION SECURITY MODERNIZATION ACT (FISMA) AUDIT SERVICES FOR THE UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT OFFICE OF INSPECTOR GENERAL (USAID/OIG) MILLENNIUM CHALLENGE CORPORATION (MCC),2/28/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0423F0962&modNumber=P00005&idvAgencyID=&idvPIID=GS23F016AA&contractType=AWARD,"$697,420 "
DEPARTMENT OF THE INTERIOR,NATIVE LANGUAGE SPECIALIST FOR OIED,2/21/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1450&PIID=140A1624F0082&modNumber=P00001&idvAgencyID=&idvPIID=140A1623D0017&contractType=AWARD,"$722,992 "
DEPARTMENT OF THE INTERIOR,E&E NEWS SUITE SUBSCRIPTION FOR THE BLM,2/5/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L0123P0018&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$719,271 "
DEPARTMENT OF THE INTERIOR,"OCCUPATIONAL THERAPY SERVICES, OJIBIWA",2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1450&PIID=140A2324P0742&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$799,848 "
DEPARTMENT OF THE INTERIOR,ON-LINE NEWS SUBSCRIPTION,2/5/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1448&PIID=140F0422P0026&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,"$797,756 "
DEPARTMENT OF THE INTERIOR,OJS ELECTRONIC CELL CHECKS,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1450&PIID=140A1624C0003&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD,"$2,784,585 "
DEPARTMENT OF THE INTERIOR,SENIOR CONSTRUCTION MANAGER UNDER CONTRACT 140R2023D0001.,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R2024F0001&modNumber=P00001&idvAgencyID=&idvPIID=140R2023D0001&contractType=AWARD,"$2,676,602 "
DEPARTMENT OF THE INTERIOR,THIS TASK ORDER IS TO CONDUCT AUDITS RELATED TO USAID'S FINANCIAL STATEMENTS.,2/28/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F0050&modNumber=P00004&idvAgencyID=&idvPIID=GS00F013DA&contractType=AWARD,"$9,218,324 "
DEPARTMENT OF THE INTERIOR,"E&E NEWS SUBSCRIPTION TO INCLUDE CLIMATEWIRE, ENERGYWIRE, GREENWIRE, DAILY, AND NEWS PM.",2/5/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F0919&modNumber=P00001&idvAgencyID=&idvPIID=03310323D0056&contractType=AWARD,"$8,000 "
DEPARTMENT OF THE INTERIOR,IT POLITICO PRO SUBSCRIPTIONS,2/5/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R8125P0034&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$29,865 "
DEPARTMENT OF THE INTERIOR,BDO BLM BPA WEED CONTROL SHUSTER FY24,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L0724F0018&modNumber=0&idvAgencyID=&idvPIID=140L0724A0001&contractType=AWARD,"$34,000 "
DEPARTMENT OF THE INTERIOR,"ONLINE SUBSCRIPTION TO POLITICO LLC, E&E NEWS SERVICE (UP TO 20 LICENSES)",2/6/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0423P0077&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,"$36,500 "
DEPARTMENT OF THE INTERIOR,"NPS GWMP Arlington House Descendant Families, GWMP Staff and parks institution partners - partnering with non profit partners",2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F1035&modNumber=0&idvAgencyID=&idvPIID=140D0423D0077&contractType=AWARD,"$37,827 "
DEPARTMENT OF THE INTERIOR,SAGE-GROUSE DATA ACQUISITION,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L2623F0071&modNumber=P00001&idvAgencyID=&idvPIID=140L2623A0002&contractType=AWARD,"$40,000 "
DEPARTMENT OF THE INTERIOR,to provide BLM CBDO Contract facilitation support to work with the new management team to become more cognizant of strengths and weaknesses.,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F0055&modNumber=P00001&idvAgencyID=&idvPIID=140D0421D0002&contractType=AWARD,"$44,403 "
DEPARTMENT OF THE INTERIOR,TCRGP RESEARCH - NMCC,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1450&PIID=140A2324P0285&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$45,000 "
DEPARTMENT OF THE INTERIOR,ADD FUNDS TO WEEDS BPA L2520A0007,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L2623F0014&modNumber=0&idvAgencyID=&idvPIID=140L2520A0007&contractType=AWARD,"$45,000 "
DEPARTMENT OF THE INTERIOR,ADD FUNDS TO WEED BPA L2520A0008,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L2623F0016&modNumber=0&idvAgencyID=&idvPIID=140L2520A0008&contractType=AWARD,"$45,000 "
DEPARTMENT OF THE INTERIOR,EEA QUALITATIVE DATA CAPTURE & ANALYSIS,2/28/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L0124F0101&modNumber=P00001&idvAgencyID=&idvPIID=GS10F0140V&contractType=AWARD,"$46,000 "
DEPARTMENT OF THE INTERIOR,"CO - conducting an initial inventory and assessment (Service Area 3) for a part of the Continental Divide Trail (CDT) being managed by the Bureau of Land Management (BLM) in the Gunnison Field Office, Colorado",2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L1724F0068&modNumber=P00002&idvAgencyID=&idvPIID=140L0121A0001&contractType=AWARD,"$60,023 "
DEPARTMENT OF THE INTERIOR,E&E NEWS SUBSCRIPTION RENEWAL,2/5/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R8124P0060&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD,"$62,500 "
DEPARTMENT OF THE INTERIOR,Decision File and Administrative Record Preparation Support Service,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1435&PIID=140M0124F0051&modNumber=0&idvAgencyID=&idvPIID=140M0123A0002&contractType=AWARD,"$65,594 "
DEPARTMENT OF THE INTERIOR,LCSP PROG RVW & NEEDS ASMNT,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1434&PIID=140G0124P0021&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$67,500 "
DEPARTMENT OF THE INTERIOR,IRA - SOUTH HILLS NOXIOUS WEED INVENTORY,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L2624F0021&modNumber=0&idvAgencyID=&idvPIID=12363N23A4344&contractType=AWARD,"$70,080 "
DEPARTMENT OF THE INTERIOR,"Develop a SharePoint based data structure; develop tools that utilize a Power BI type dashboard; manage and analyze data and prepare reports; write user instructions, SOPs, and provide training as described in Attachments 1 and 2. The key metrics we are looking to report on are improved access to clean, air, water and outdoor recreation.",2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1443&PIID=140P2125F0004&modNumber=0&idvAgencyID=&idvPIID=140P2121A0026&contractType=AWARD,"$73,808 "
DEPARTMENT OF THE INTERIOR,Subscription to Westlaw,2/25/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1450&PIID=140A1622F0069&modNumber=P00002&idvAgencyID=&idvPIID=GS02F026DA&contractType=AWARD,"$76,644 "
DEPARTMENT OF THE INTERIOR,AZ - EA for the ASDO Fire and Fuels Program,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L6423P0056&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$84,459 "
DEPARTMENT OF THE INTERIOR,"Provide strategies for interpretation that promote diversity, inclusivity, accessibility, and engagement with underserved audiences",2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1443&PIID=140P6024P0044&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$88,833 "
DEPARTMENT OF THE INTERIOR,"Gowanus Canal Natural Resource Damage Assessment Technical, Strategic and Case Management Support",2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1448&PIID=140FNR23F0011&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA20D0044&contractType=AWARD,"$93,830 "
DEPARTMENT OF THE INTERIOR,WIC CX LANDSCAPE ANALYSIS BPA CALL ORDER 2,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F1181&modNumber=0&idvAgencyID=&idvPIID=140D0423A0006&contractType=AWARD,"$280,531 "
DEPARTMENT OF THE INTERIOR,NEPA document for Flexibility in Grazing Permits to accomplish objectives in Lahontan Cutthroat Trout (LCT) habitat,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L3922F0096&modNumber=P00002&idvAgencyID=&idvPIID=140L0618A0014&contractType=AWARD,"$296,709 "
DEPARTMENT OF THE INTERIOR,SFA SURVEY IV ON SUPPLY CHAIN DISRUPTION AND STUDENT PARTICIPATION,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F1299&modNumber=P00001&idvAgencyID=&idvPIID=140D0423A0069&contractType=AWARD,"$300,720 "
DEPARTMENT OF THE INTERIOR,CHILD NUTRITION ANALYSIS,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F0674&modNumber=0&idvAgencyID=&idvPIID=140D0424A0041&contractType=AWARD,"$320,787 "
DEPARTMENT OF THE INTERIOR,PFMD ENERGY & SUSTAINABILITY MANAGEMENT,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1443&PIID=140P2124F0263&modNumber=0&idvAgencyID=&idvPIID=140P2119A0008&contractType=AWARD,"$327,877 "
DEPARTMENT OF THE INTERIOR,"BOEM to receive contractor support in developing an EJ Engagement Plan, planning engagement session, in-person and virtual session facilitation and promoting collaborative problem solving",2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0423F1045&modNumber=P00001&idvAgencyID=&idvPIID=140D0423D0077&contractType=AWARD,"$335,172 "
DEPARTMENT OF THE INTERIOR,AZ - San Pedro Restoration EA,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L6423F0036&modNumber=0&idvAgencyID=&idvPIID=47QRAA18D00H0&contractType=AWARD,"$369,235 "
DEPARTMENT OF THE INTERIOR,USDA FNS TFP SCALE FACTORS STUDY,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F0894&modNumber=0&idvAgencyID=&idvPIID=47QRAA18D00BQ&contractType=AWARD,"$410,063 "
DEPARTMENT OF THE INTERIOR,IDENTIFICATION AND TREATMENT OF NOXIOUS AND INVASIVE WEED SPECIES ON RECLAMATION UNDEVELOPED LANDS WITHIN THE UPPER SNAKE FIELD OFFICE.,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R1021P0014&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD,"$438,500 "
DEPARTMENT OF THE INTERIOR,Project Management Support for Environmental Justice Strategy and Action Plan Development,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1436&PIID=140E0123F0146&modNumber=P00004&idvAgencyID=&idvPIID=140E0123D0001&contractType=AWARD,"$490,317 "
DEPARTMENT OF THE INTERIOR,"US DEPARTMENT OF AGRICULTURE (USDA) FOOD AND NUTRITION SERVICES (FNS) WOMEN, INFANT AND CHILDREN (WIC) CERTIFICATION AND IMPROPER PAYMENT STUDY BLANKET PURCHASE AGREEMENT (BPA). CALL ORDER 001",2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F0982&modNumber=P00002&idvAgencyID=&idvPIID=140D0424A0035&contractType=AWARD,"$514,934 "
DEPARTMENT OF THE INTERIOR,BOEM develop Programmatic Environmental Impact Statements for Construction Operations Plans,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F0192&modNumber=P00001&idvAgencyID=&idvPIID=140D0423D0077&contractType=AWARD,"$521,940 "
DEPARTMENT OF THE INTERIOR,IMPROVING COORDINATION BETWEEN SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM (SNAP) AND MEDICAID IN STATE AGENCIES,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0422F0678&modNumber=P00005&idvAgencyID=&idvPIID=47QRAA19D00DK&contractType=AWARD,"$538,995 "
DEPARTMENT OF THE INTERIOR,Racial and Ethnic Disparities in Human Services Analysis Execution Project or RED-X 2.0,2/3/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0422F0961&modNumber=0&idvAgencyID=&idvPIID=47QRAA18D003Z&contractType=AWARD,"$550,942 "
DEPARTMENT OF THE INTERIOR,Environmental and Sustainability Program Services for OEPC Headquarters,2/6/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F1165&modNumber=P00003&idvAgencyID=&idvPIID=140D0423A0072&contractType=AWARD,"$555,959 "
DEPARTMENT OF THE INTERIOR,USGS Workforce Analysis of Hydrologic Technician GS-1316 Job Series Task Order on PMIECS IDIQ,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1434&PIID=140G0124F0139&modNumber=P00003&idvAgencyID=&idvPIID=140A1623D0042&contractType=AWARD,"$559,599 "
DEPARTMENT OF THE INTERIOR,Trinity River Fish Hatchery Modernization Svs,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R2024P0077&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD,"$566,304 "
DEPARTMENT OF THE INTERIOR,road map of options for FNS to consider in developing a plan to assess and monitor equity i,2/3/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0422F0941&modNumber=P00001&idvAgencyID=&idvPIID=GS10F0136X&contractType=AWARD,"$579,949 "
DEPARTMENT OF THE INTERIOR,SUPPORT FOR ASSESSMENT OF STATE WAIVERS FOR DEMONSTRATION PROJECTS,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F1119&modNumber=0&idvAgencyID=&idvPIID=140D0423A0070&contractType=AWARD,"$600,453 "
DEPARTMENT OF THE INTERIOR,UNDERSTANDING STATES' SNAP CUSTOMER SERVICE STRATEGIES,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0422F0714&modNumber=P00005&idvAgencyID=&idvPIID=GS10F0281S&contractType=AWARD,"$644,911 "
DEPARTMENT OF THE INTERIOR,THIS NON-SEVERABLE SERVICES REQUIREMENT IS TO HELP THE US DEPARTMENT OF AGRICULTURE (USDA) FOOD AND NUTRITION SERVICES (FNS) BETTER UNDERSTAND HOW STATE AGENCIES SHIFTED THEIR CORE OPERATIONS IN THE AFTERMATH OF COVID-19. WHEN THE COVID-19 PANDEMIC B,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0422F0832&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA18D00BQ&contractType=AWARD,"$675,649 "
DEPARTMENT OF THE INTERIOR,THIS NON-SEVERABLE COMMERCIAL SERVICES REQUIREMENT IS TO HELP THE US DEPARTMENT OF AGRICULTURE (USDA) FOOD AND NUTRITION SERVICES (FNS) BETTER UNDERSTAND THE POLICIES AND PRACTICES FOLLOWED BY STATES WHEN SCREENING SUPPLEMENTAL NUTRITION ASSISTANCE P,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0424F1167&modNumber=P00001&idvAgencyID=&idvPIID=GS00F009DA&contractType=AWARD,"$740,701 "
DEPARTMENT OF THE INTERIOR,"Task 2.4 NRCS Specific Needs (NRCS DM 9500-013) – A section that explains and promotes NRCS’s PR&G Six Guiding Principles, one of which is Environmental Justice",2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R6024F0021&modNumber=P00001&idvAgencyID=&idvPIID=140R8121D0011&contractType=AWARD,"$798,291 "
DEPARTMENT OF THE INTERIOR,American Falls Resource Management Plan Update,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R1024F0014&modNumber=P00001&idvAgencyID=&idvPIID=140R1019D0003&contractType=AWARD,"$879,248 "
DEPARTMENT OF THE INTERIOR,"Task 2.4 NRCS Specific Needs (NRCS DM 9500-013) – A section that explains and promotes NRCS’s PR&G Six Guiding Principles, one of which is Environmental Justice",2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1425&PIID=140R4022F0053&modNumber=P00003&idvAgencyID=&idvPIID=GS10F0412S&contractType=AWARD,"$902,452 "
DEPARTMENT OF THE INTERIOR,"CA - Tasks and work necessary to facilitate and document public involvement in the planning process in compliance with NEPA and FLPMA, and to draft and finalize all parts of NEPA and supporting documents for MTNM.",2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L1223F0020&modNumber=P00005&idvAgencyID=&idvPIID=140L0618A0014&contractType=AWARD,"$904,602 "
DEPARTMENT OF THE INTERIOR,ASSESSMENT OF ADMINISTRATIVE COSTS OF ELECTRONIC HEALTHY INCENTIVES PROJECTS,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0423F1017&modNumber=0&idvAgencyID=&idvPIID=GS00F009DA&contractType=AWARD,"$920,698 "
DEPARTMENT OF THE INTERIOR,NV-wide preparation of a comprehensive Preliminary Analysis of the Management Situation (AMS),2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L3922F0103&modNumber=P00003&idvAgencyID=&idvPIID=140L0618A0014&contractType=AWARD,"$958,089 "
DEPARTMENT OF THE INTERIOR,"CA - Complete the Analysis of the Management Situation (AMS) and all relevant inventories, monitoring, modeling, and reports",2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1422&PIID=140L1224F0040&modNumber=0&idvAgencyID=&idvPIID=140L0623A0016&contractType=AWARD,"$994,086 "
DEPARTMENT OF THE INTERIOR,CONDUCT A REVIEW OF IDENTIFIED TASK(S) AREAS FOR THE SERVICE BEING PROVIDED BY AQD,2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0423P0018&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,"$2,618,725 "
DEPARTMENT OF THE INTERIOR,"BPA ORDER 1: DEVELOPMENT OF STUDY PLAN, DATA COLLECTION MATERIALS, RECRUITMENT MATERIAL, AND OMB PACKAGE",2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0423F1272&modNumber=P00003&idvAgencyID=&idvPIID=140D0423A0064&contractType=AWARD,"$2,806,101 "
DEPARTMENT OF THE INTERIOR,"THIS STUDY WILL EVALUATE IMPLEMENTATION AND POTENTIAL SCALABILITY OF THE MOBILE PAYMENT PILOT FOR THE SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM (SNAP). ADMINISTERED BY THE UNITED STATES DEPARTMENT OF AGRICULTURE (USDA), FOOD AND NUTRITION SERVICE (FNS)",2/27/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1406&PIID=140D0422F0811&modNumber=P00004&idvAgencyID=&idvPIID=47QRAA18D00BQ&contractType=AWARD,"$2,865,417 "
DEPARTMENT OF THE INTERIOR,EVSE ASSESSMENTS PHASE 2,2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1443&PIID=140P2124F0304&modNumber=0&idvAgencyID=&idvPIID=140P2122A0008&contractType=AWARD,"$2,975,598 "
